Transaction ID,Transaction Date,Account Name,Transaction Description,Transaction Line Description,Amount (One column), ,Debit Amount (Two Column Approach),Credit Amount (Two Column Approach),Other Accounts for this Transaction,Customer,Vendor,Invoice Number,Bill Number,Notes / Memo,Amount Before Sales Tax,Sales Tax Amount,Sales Tax Name,Transaction Date Added,Transaction Date Last Modified,Account Group,Account Type,Account ID
1000025944280292429,2020-07-30,Home Inspection,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,,325.00,S09 - Free Business Checking,,,,,,325.00,,,2020-07-29,2020-08-30,Income,Income,
1000761201971453803,2020-07-30,S09 - Free Business Checking,"POS FIRST CHOICE MAR 801 WALSEN AVE - MEMO=POS, Withdrawal, Processed",,-5.76,,,5.76,Meals and Entertainment,,,,,,-5.76,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1000761201971453803,2020-07-30,Meals and Entertainment,"POS FIRST CHOICE MAR 801 WALSEN AVE - MEMO=POS, Withdrawal, Processed",,5.76,,5.76,,S09 - Free Business Checking,,,,,,5.76,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1000761201979842412,2020-07-30,S09 - Free Business Checking,"DEBIT Visa Check INTER NACHI 303-2230 - MEMO=DebitCard, Withdrawal, Processed",,-49.00,,,49.00,InterNACHI,,,,,,-49.00,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1000761201979842412,2020-07-30,InterNACHI,"DEBIT Visa Check INTER NACHI 303-2230 - MEMO=DebitCard, Withdrawal, Processed",,49.00,,49.00,,S09 - Free Business Checking,,,,,,49.00,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1000761201963065194,2020-07-31,S09 - Free Business Checking,"DEBIT Visa Check ANEWWAYTONET.COM - MEMO=DebitCard, Withdrawal, Processed",,-217.80,,,217.80,Internet,,,,,,-217.80,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1000761201963065194,2020-07-31,Internet,"DEBIT Visa Check ANEWWAYTONET.COM - MEMO=DebitCard, Withdrawal, Processed",,217.80,,217.80,,S09 - Free Business Checking,,,,,,217.80,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1001432457125322060,2020-07-31,S09 - Free Business Checking,"POS TA EXPRESS WALSE 455 US HWY 85 8 - MEMO=POS, Withdrawal, Processed",,-44.01,,,44.01,Vehicle – Fuel,,,,,,-44.01,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457125322060,2020-07-31,Vehicle – Fuel,"POS TA EXPRESS WALSE 455 US HWY 85 8 - MEMO=POS, Withdrawal, Processed",,44.01,,44.01,,S09 - Free Business Checking,,,,,,44.01,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1001432457133710669,2020-07-31,S09 - Free Business Checking,"POS LOAF N JUG #0024 4401 HIGHWAY 16 - MEMO=POS, Withdrawal, Processed",,-20.92,,,20.92,Cigs,,,,,,-20.92,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457133710669,2020-07-31,Cigs,"POS LOAF N JUG #0024 4401 HIGHWAY 16 - MEMO=POS, Withdrawal, Processed",,-20.92,,20.92,,S09 - Free Business Checking,,,,,,-20.92,,,2020-07-29,2020-08-30,Equity,Business Owner Contribution and Drawing,
1001432457142099278,2020-07-31,S09 - Free Business Checking,"POS LOAF N JUG #0024 4401 HIG COLORA - MEMO=POS, Withdrawal, Processed",,-3.11,,,3.11,Meals and Entertainment,,,,,,-3.11,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457142099278,2020-07-31,Meals and Entertainment,"POS LOAF N JUG #0024 4401 HIG COLORA - MEMO=POS, Withdrawal, Processed",,3.11,,3.11,,S09 - Free Business Checking,,,,,,3.11,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1001432457150487887,2020-07-31,S09 - Free Business Checking,"FEE Withdrawal Monthly Fee - MEMO=Fee, Withdrawal, Processed",,-3.90,,,3.90,Bank Service Charges,,,,,,-3.90,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457150487887,2020-07-31,Bank Service Charges,"FEE Withdrawal Monthly Fee - MEMO=Fee, Withdrawal, Processed",,3.90,,3.90,,S09 - Free Business Checking,,,,,,3.90,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1001432457158876496,2020-07-31,S09 - Free Business Checking,"DIV Deposit Dividend Split Rate APY - MEMO=Dividend, Deposit, Processed",,1.75,,1.75,,Bank Interest,,,,,,1.75,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457158876496,2020-07-31,Bank Interest,"DIV Deposit Dividend Split Rate APY - MEMO=Dividend, Deposit, Processed",,1.75,,,1.75,S09 - Free Business Checking,,,,,,1.75,,,2020-07-29,2020-08-30,Income,Other Income,
1001432457167265105,2020-07-31,S09 - Free Business Checking,"DEBIT Withdrawal IRS Withholding FEDER - MEMO=Witholding, Withdrawal, Processed",,-0.42,,,0.42,Interest Expense,,,,,,-0.42,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457167265105,2020-07-31,Interest Expense,"DEBIT Withdrawal IRS Withholding FEDER - MEMO=Witholding, Withdrawal, Processed",,0.42,,0.42,,S09 - Free Business Checking,,,,,,0.42,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1001432457175653714,2020-07-31,S09 - Free Business Checking,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2020-07-29,2020-08-30,Asset,Cash and Bank,Checking
1001432457175653714,2020-07-31,Buy Back Guarentee,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2020-07-29,2020-08-30,Expense,Operating Expense,
1003202427559632616,2020-07-31,Payroll Gross Pay,"Payroll period ending Jul 31, 2020",Total gross pay expense before deductions and taxes,600.00,,600.00,,"Payroll Employer Taxes, Payroll Liabilities",,,,,,600.00,,,2020-08-04,2020-08-04,Expense,Payroll Expense,
1003202427559632616,2020-07-31,Payroll Employer Taxes,"Payroll period ending Jul 31, 2020",Total employer tax expense,49.60,,49.60,,"Payroll Gross Pay, Payroll Liabilities",,,,,,49.60,,,2020-08-04,2020-08-04,Expense,Payroll Expense,
1003202427559632616,2020-07-31,Payroll Liabilities,"Payroll period ending Jul 31, 2020",Total net pay owing to employees,490.51,,,490.51,"Payroll Employer Taxes, Payroll Gross Pay",,,,,,490.51,,,2020-08-04,2020-08-04,Liability,Due For Payroll,
1003202427559632616,2020-07-31,Payroll Liabilities,"Payroll period ending Jul 31, 2020",Total employee tax owing to third parties,109.49,,,109.49,"Payroll Employer Taxes, Payroll Gross Pay",,,,,,109.49,,,2020-08-04,2020-08-04,Liability,Due For Payroll,
1003202427559632616,2020-07-31,Payroll Liabilities,"Payroll period ending Jul 31, 2020",Total employer tax owing to third parties,49.60,,,49.60,"Payroll Employer Taxes, Payroll Gross Pay",,,,,,49.60,,,2020-08-04,2020-08-04,Liability,Due For Payroll,
1022629489986788807,2020-07-31,S09 - Free Business Checking,INTERNACHI,,-49.00,,,49.00,InterNACHI,,,,,,-49.00,,,2020-08-30,2020-09-18,Asset,Cash and Bank,Checking
1022629489986788807,2020-07-31,InterNACHI,INTERNACHI,,49.00,,49.00,,S09 - Free Business Checking,,,,,,49.00,,,2020-08-30,2020-09-18,Expense,Operating Expense,
1002120762535992519,2020-08-01,S09 - Free Business Checking,"XFER Deposit Home Banking Transfer Fr - MEMO=InternetBanking, Deposit, Processed, Transfer",,2000.00,,2000.00,,Owner Investment / Drawings,,,,,,2000.00,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1002120762535992519,2020-08-01,Owner Investment / Drawings,"XFER Deposit Home Banking Transfer Fr - MEMO=InternetBanking, Deposit, Processed, Transfer",,2000.00,,,2000.00,S09 - Free Business Checking,,,,,,2000.00,,,2020-07-29,2020-09-18,Equity,Business Owner Contribution and Drawing,
1036332045787225815,2020-08-01,S09 - Free Business Checking,Wave Payroll Fee,,-20.00,,,20.00,Payroll Liabilities,,,,,,-20.00,,,2020-09-18,2020-09-18,Asset,Cash and Bank,Checking
1036332045787225815,2020-08-01,Payroll Liabilities,Wave Payroll Fee,,-20.00,,20.00,,S09 - Free Business Checking,,,,,,-20.00,,,2020-09-18,2020-09-18,Liability,Due For Payroll,
1002784615674437387,2020-08-02,S09 - Free Business Checking,"DEBIT Visa Check SANAIR TECHNOLOGIES - MEMO=DebitCard, Withdrawal, Processed",,-240.75,,,240.75,San Air Technologies,,,,,,-240.75,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1002784615674437387,2020-08-02,San Air Technologies,"DEBIT Visa Check SANAIR TECHNOLOGIES - MEMO=DebitCard, Withdrawal, Processed",,240.75,,240.75,,S09 - Free Business Checking,,,,,,240.75,,,2020-07-29,2020-09-18,Expense,Cost of Goods Sold,
1002784615691214604,2020-08-02,S09 - Free Business Checking,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1002784615691214604,2020-08-02,Buy Back Guarentee,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2020-07-29,2020-09-18,Expense,Operating Expense,
1002784615699603213,2020-08-02,S09 - Free Business Checking,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1002784615699603213,2020-08-02,Buy Back Guarentee,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2020-07-29,2020-09-18,Expense,Operating Expense,
1002784615716380430,2020-08-02,S09 - Free Business Checking,"DEBIT Visa Check DOG BAR & GRILL - MEMO=DebitCard, Withdrawal, Processed",,-42.72,,,42.72,Meals and Entertainment,,,,,,-42.72,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1002784615716380430,2020-08-02,Meals and Entertainment,"DEBIT Visa Check DOG BAR & GRILL - MEMO=DebitCard, Withdrawal, Processed",,42.72,,42.72,,S09 - Free Business Checking,,,,,,42.72,,,2020-07-29,2020-09-18,Expense,Operating Expense,
1003472271941066264,2020-08-03,S09 - Free Business Checking,"POS SQUARE ECOM SAAS US SQUAREUP - MEMO=POS, Withdrawal, Processed",,-144.00,,,144.00,Internet,,,,,,-144.00,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1003472271941066264,2020-08-03,Internet,"POS SQUARE ECOM SAAS US SQUAREUP - MEMO=POS, Withdrawal, Processed",,144.00,,144.00,,S09 - Free Business Checking,,,,,,144.00,,,2020-07-29,2020-09-18,Expense,Operating Expense,
1003472271949454873,2020-08-03,S09 - Free Business Checking,"POS LOAF N JUG #0024 4401 HIGHWAY 16 - MEMO=POS, Withdrawal, Processed",,-30.56,,,30.56,Mt Dew and Cigaretts,,,,,,-30.56,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1003472271949454873,2020-08-03,Mt Dew and Cigaretts,"POS LOAF N JUG #0024 4401 HIGHWAY 16 - MEMO=POS, Withdrawal, Processed",,-30.56,,30.56,,S09 - Free Business Checking,,,,,,-30.56,,,2020-07-29,2020-09-18,Equity,Business Owner Contribution and Drawing,
1003472271966232090,2020-08-03,S09 - Free Business Checking,"DEP Deposit Bulk Checks 1,00 - MEMO=Deposit, Processed",,1000.00,,1000.00,,Owner Investment / Drawings,,,,,,1000.00,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1003472271966232090,2020-08-03,Owner Investment / Drawings,"DEP Deposit Bulk Checks 1,00 - MEMO=Deposit, Processed",,1000.00,,,1000.00,S09 - Free Business Checking,,,,,,1000.00,,,2020-07-29,2020-09-18,Equity,Business Owner Contribution and Drawing,
1003472271932677655,2020-08-04,S09 - Free Business Checking,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,325.00,,Home Inspection,,,,,,325.00,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1003472271932677655,2020-08-04,Home Inspection,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,,325.00,S09 - Free Business Checking,,,,,,325.00,,,2020-07-29,2020-09-18,Income,Income,
1004081094712122744,2020-08-04,S09 - Free Business Checking,"POS LOVES COUNTRY LAJUNTA CO Card 62 - MEMO=POS, Withdrawal, Processed",,-52.25,,,52.25,Vehicle – Fuel,,,,,,-52.25,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1004081094712122744,2020-08-04,Vehicle – Fuel,"POS LOVES COUNTRY LAJUNTA CO Card 62 - MEMO=POS, Withdrawal, Processed",,52.25,,52.25,,S09 - Free Business Checking,,,,,,52.25,,,2020-07-29,2020-09-18,Expense,Operating Expense,
1004081094728899961,2020-08-04,S09 - Free Business Checking,"DEBIT EPX FE 014205213 : MERCH SETL - MEMO=ACH, Withdrawal, Processed",,-283.38,,,283.38,Global Payments,,,,,,-283.38,,,2020-07-29,2020-09-18,Asset,Cash and Bank,Checking
1004081094728899961,2020-08-04,Global Payments,"DEBIT EPX FE 014205213 : MERCH SETL - MEMO=ACH, Withdrawal, Processed",,283.38,,283.38,,S09 - Free Business Checking,,,,,,283.38,,,2020-07-29,2020-09-18,Expense,Payment Processing Fee,
1004693320246516868,2020-08-05,S09 - Free Business Checking,Walmart,,-264.74,,,264.74,Office Supplies,,,,,,-264.74,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320246516868,2020-08-05,Office Supplies,Walmart,,264.74,,264.74,,S09 - Free Business Checking,,,,,,264.74,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1004693320254905477,2020-08-05,S09 - Free Business Checking,Walmart,,-51.49,,,51.49,Clothing (uniform),,,,,,-51.49,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320254905477,2020-08-05,Clothing (uniform),Walmart,,51.49,,51.49,,S09 - Free Business Checking,,,,,,51.49,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1004693320271682694,2020-08-05,S09 - Free Business Checking,"POS LOAF N JUG #0003 200 MAIN ST WAL - MEMO=POS, Withdrawal, Processed",,-21.76,,,21.76,Cigs,,,,,,-21.76,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320271682694,2020-08-05,Cigs,"POS LOAF N JUG #0003 200 MAIN ST WAL - MEMO=POS, Withdrawal, Processed",,-21.76,,21.76,,S09 - Free Business Checking,,,,,,-21.76,,,2020-08-05,2020-09-18,Equity,Business Owner Contribution and Drawing,
1004693320288459911,2020-08-05,S09 - Free Business Checking,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,325.00,,Home Inspection,,,,,,325.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320288459911,2020-08-05,Home Inspection,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,,325.00,S09 - Free Business Checking,,,,,,325.00,,,2020-08-05,2020-09-18,Income,Income,
1004693320296848520,2020-08-05,S09 - Free Business Checking,"DEBIT Wave : PAYROLL : 2981044288 - MEMO=ACH, Withdrawal, Processed",,-490.51,,,490.51,Payroll – Salary & Wages,,,,,,-490.51,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320296848520,2020-08-05,Payroll – Salary & Wages,"DEBIT Wave : PAYROLL : 2981044288 - MEMO=ACH, Withdrawal, Processed",,490.51,,490.51,,S09 - Free Business Checking,,,,,,490.51,,,2020-08-05,2020-09-18,Expense,Payroll Expense,
1004693320313625737,2020-08-05,S09 - Free Business Checking,"DEBIT Visa Check SONIC #2428 LA JUNTA - MEMO=DebitCard, Withdrawal, Processed",,-8.18,,,8.18,Meals and Entertainment,,,,,,-8.18,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320313625737,2020-08-05,Meals and Entertainment,"DEBIT Visa Check SONIC #2428 LA JUNTA - MEMO=DebitCard, Withdrawal, Processed",,8.18,,8.18,,S09 - Free Business Checking,,,,,,8.18,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1004693320322014346,2020-08-05,S09 - Free Business Checking,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320322014346,2020-08-05,Buy Back Guarentee,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1004693320338791563,2020-08-05,S09 - Free Business Checking,"CHECK Check #1200 Withdrawal - MEMO=Draft, Withdrawal, Processed",,-1950.00,,,1950.00,Rent,,,,,,-1950.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1004693320338791563,2020-08-05,Rent,"CHECK Check #1200 Withdrawal - MEMO=Draft, Withdrawal, Processed",,1950.00,,1950.00,,S09 - Free Business Checking,,,,,,1950.00,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005351888192822276,2020-08-06,S09 - Free Business Checking,Walmart,,-95.76,,,95.76,COVID Expenses,,,,,,-95.76,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888192822276,2020-08-06,COVID Expenses,Walmart,,95.76,,95.76,,S09 - Free Business Checking,,,,,,95.76,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005351888201210885,2020-08-06,S09 - Free Business Checking,Walmart,,-25.69,,,25.69,COVID Expenses,,,,,,-25.69,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888201210885,2020-08-06,COVID Expenses,Walmart,,25.69,,25.69,,S09 - Free Business Checking,,,,,,25.69,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005351888209599494,2020-08-06,S09 - Free Business Checking,Walmart,,-4.24,,,4.24,COVID Expenses,,,,,,-4.24,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888209599494,2020-08-06,COVID Expenses,Walmart,,4.24,,4.24,,S09 - Free Business Checking,,,,,,4.24,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005351888217988103,2020-08-06,S09 - Free Business Checking,"POS LOAF N JUG #0024 4401 HIGHWAY 16 - MEMO=POS, Withdrawal, Processed",,-10.39,,,10.39,Cigs,,,,,,-10.39,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888217988103,2020-08-06,Cigs,"POS LOAF N JUG #0024 4401 HIGHWAY 16 - MEMO=POS, Withdrawal, Processed",,-10.39,,10.39,,S09 - Free Business Checking,,,,,,-10.39,,,2020-08-05,2020-09-18,Equity,Business Owner Contribution and Drawing,
1005351888226376712,2020-08-06,S09 - Free Business Checking,"POS CORNER STORE 4062 COLORADO CITY - MEMO=POS, Withdrawal, Processed",,-14.20,,,14.20,Mt Dew,,,,,,-14.20,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888226376712,2020-08-06,Mt Dew,"POS CORNER STORE 4062 COLORADO CITY - MEMO=POS, Withdrawal, Processed",,-14.20,,14.20,,S09 - Free Business Checking,,,,,,-14.20,,,2020-08-05,2020-09-18,Equity,Business Owner Contribution and Drawing,
1005351888234765321,2020-08-06,S09 - Free Business Checking,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,825.00,,825.00,,"Home Inspection, Sewer Scope",,,,,,825.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888234765321,2020-08-06,Home Inspection,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,,325.00,"S09 - Free Business Checking, Sewer Scope",,,,,,325.00,,,2020-08-05,2020-09-18,Income,Income,
1005351888234765321,2020-08-06,Home Inspection,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,,325.00,"S09 - Free Business Checking, Sewer Scope",,,,,,325.00,,,2020-08-05,2020-09-18,Income,Income,
1005351888234765321,2020-08-06,Sewer Scope,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,175.00,,,175.00,"Home Inspection, S09 - Free Business Checking",,,,,,175.00,,,2020-08-05,2020-09-18,Income,Income,
1005351888243153930,2020-08-06,S09 - Free Business Checking,"DEBIT Visa Check LOAF N JUG #0003 WAL - MEMO=DebitCard, Withdrawal, Processed",,-34.90,,,34.90,Vehicle – Fuel,,,,,,-34.90,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005351888243153930,2020-08-06,Vehicle – Fuel,"DEBIT Visa Check LOAF N JUG #0003 WAL - MEMO=DebitCard, Withdrawal, Processed",,34.90,,34.90,,S09 - Free Business Checking,,,,,,34.90,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005903955655417381,2020-08-06,S09 - Free Business Checking,"DEBIT Visa Check CO MOTOR VEHICLE SER - MEMO=DebitCard, Withdrawal, Processed",,-153.91,,,153.91,Vehicle - Tags,,,,,,-153.91,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005903955655417381,2020-08-06,Vehicle - Tags,"DEBIT Visa Check CO MOTOR VEHICLE SER - MEMO=DebitCard, Withdrawal, Processed",,153.91,,153.91,,S09 - Free Business Checking,,,,,,153.91,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005903955596697120,2020-08-07,S09 - Free Business Checking,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,325.00,,Home Inspection,,,,,,325.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005903955596697120,2020-08-07,Home Inspection,"DIRECTDEP EPX ST 014205213 : MERCH SETL - MEMO=ACH, Deposit, Processed",,325.00,,,325.00,S09 - Free Business Checking,,,,,,325.00,,,2020-08-05,2020-09-18,Income,Income,
1005903955605085729,2020-08-07,S09 - Free Business Checking,"DEP Deposit Bulk Checks 60 - MEMO=Deposit, Processed",,600.75,,600.75,,"Hayman Engineering, Home Inspection, Partial Home Inspection",,,,,,600.75,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005903955605085729,2020-08-07,Partial Home Inspection,"DEP Deposit Bulk Checks 60 - MEMO=Deposit, Processed",,100.75,,,100.75,"Hayman Engineering, Home Inspection, S09 - Free Business Checking",,,,,,100.75,,,2020-08-05,2020-09-18,Income,Income,
1005903955605085729,2020-08-07,Home Inspection,"DEP Deposit Bulk Checks 60 - MEMO=Deposit, Processed",,350.00,,,350.00,"Hayman Engineering, Partial Home Inspection, S09 - Free Business Checking",,,,,,350.00,,,2020-08-05,2020-09-18,Income,Income,
1005903955605085729,2020-08-07,Hayman Engineering,"DEP Deposit Bulk Checks 60 - MEMO=Deposit, Processed",,150.00,,,150.00,"Home Inspection, Partial Home Inspection, S09 - Free Business Checking",,,,,,150.00,,,2020-08-05,2020-09-18,Income,Income,
1005903955621862946,2020-08-07,S09 - Free Business Checking,"DEBIT Visa Check LOAF N JUG #0014 PUE - MEMO=DebitCard, Withdrawal, Processed",,-36.50,,,36.50,Vehicle – Fuel,,,,,,-36.50,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005903955621862946,2020-08-07,Vehicle – Fuel,"DEBIT Visa Check LOAF N JUG #0014 PUE - MEMO=DebitCard, Withdrawal, Processed",,36.50,,36.50,,S09 - Free Business Checking,,,,,,36.50,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005903955630251555,2020-08-07,S09 - Free Business Checking,"DEBIT Visa Check LOAF N JUG #0014 PUE - MEMO=DebitCard, Withdrawal, Processed",,-1.06,,,1.06,Vehicle – Fuel,,,,,,-1.06,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005903955630251555,2020-08-07,Vehicle – Fuel,"DEBIT Visa Check LOAF N JUG #0014 PUE - MEMO=DebitCard, Withdrawal, Processed",,1.06,,1.06,,S09 - Free Business Checking,,,,,,1.06,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1005903955647028772,2020-08-07,S09 - Free Business Checking,"DEBIT COMOTORVEH CO.GO : COMOTORVEH - MEMO=ACH, Withdrawal, Processed",,-136.77,,,136.77,Vehicle - Tags,,,,,,-136.77,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1005903955647028772,2020-08-07,Vehicle - Tags,"DEBIT COMOTORVEH CO.GO : COMOTORVEH - MEMO=ACH, Withdrawal, Processed",,136.77,,136.77,,S09 - Free Business Checking,,,,,,136.77,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1006379165819100352,2020-08-07,S09 - Free Business Checking,"XFER Withdrawal Home Banking Transfer - MEMO=InternetBanking, Withdrawal, Processed, Transfer",,-600.75,,,600.75,Owner Investment / Drawings,,,,,,-600.75,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1006379165819100352,2020-08-07,Owner Investment / Drawings,"XFER Withdrawal Home Banking Transfer - MEMO=InternetBanking, Withdrawal, Processed, Transfer",,-600.75,,600.75,,S09 - Free Business Checking,,,,,,-600.75,,,2020-08-05,2020-09-18,Equity,Business Owner Contribution and Drawing,
1006379165835877569,2020-08-07,S09 - Free Business Checking,"PAYMENT ROCKET LAWYER US WWW.ROCKETLAW C - MEMO=BillPayment, Withdrawal, Processed",,-39.99,,,39.99,Business Licenses & Permits,,,,,,-39.99,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1006379165835877569,2020-08-07,Business Licenses & Permits,"PAYMENT ROCKET LAWYER US WWW.ROCKETLAW C - MEMO=BillPayment, Withdrawal, Processed",,39.99,,39.99,,S09 - Free Business Checking,,,,,,39.99,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1006379165844266178,2020-08-07,S09 - Free Business Checking,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1006379165844266178,2020-08-07,Buy Back Guarentee,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1006379165861043395,2020-08-07,S09 - Free Business Checking,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,-5.00,,,5.00,Buy Back Guarentee,,,,,,-5.00,,,2020-08-05,2020-09-18,Asset,Cash and Bank,Checking
1006379165861043395,2020-08-07,Buy Back Guarentee,"DEBIT Visa Check INTERNACHI 303-50262 - MEMO=DebitCard, Withdrawal, Processed",,5.00,,5.00,,S09 - Free Business Checking,,,,,,5.00,,,2020-08-05,2020-09-18,Expense,Operating Expense,
1007894440674614649,2020-08-07,Payroll Gross Pay,"Payroll period ending Aug 7, 2020",Total gross pay expense before deductions and taxes,800.00,,800.00,,"Payroll Employer Taxes, Payroll Liabilities",,,,,,800.00,,,2020-08-10,2020-08-10,Expense,Payroll Expense,
